Country Name,Country Code,Year,Access to electricity (% of population) - EG.ELC.ACCS.ZS,Adjusted net national income per capita (annual % growth) - NY.ADJ.NNTY.PC.KD.ZG,"Adjusted net savings, excluding particulate emission damage (% of GNI) - NY.ADJ.SVNX.GN.ZS",Adjusted savings: carbon dioxide damage (% of GNI) - NY.ADJ.DCO2.GN.ZS,Adjusted savings: natural resources depletion (% of GNI) - NY.ADJ.DRES.GN.ZS,Adjusted savings: net forest depletion (% of GNI) - NY.ADJ.DFOR.GN.ZS,Adjusted savings: particulate emission damage (% of GNI) - NY.ADJ.DPEM.GN.ZS,"Automated teller machines (ATMs) (per 100,000 adults) - FB.ATM.TOTL.P5",Broad money (% of GDP) - FM.LBL.BMNY.GD.ZS,Children out of school (% of primary school age) - SE.PRM.UNER.ZS,"Compulsory education, duration (years) - SE.COM.DURS","Cost of business start-up procedures, female (% of GNI per capita) - IC.REG.COST.PC.FE.ZS","Cost of business start-up procedures, male (% of GNI per capita) - IC.REG.COST.PC.MA.ZS",Exports of goods and services (% of GDP) - NE.EXP.GNFS.ZS,Final consumption expenditure (% of GDP) - NE.CON.TOTL.ZS,GDP (current US$) - NY.GDP.MKTP.CD,GDP per capita (current US$) - NY.GDP.PCAP.CD,General government final consumption expenditure (% of GDP) - NE.CON.GOVT.ZS,Gross national expenditure (% of GDP) - NE.DAB.TOTL.ZS,Gross savings (% of GDP) - NY.GNS.ICTR.ZS,Imports of goods and services (% of GDP) - NE.IMP.GNFS.ZS,"Inflation, consumer prices (annual %) - FP.CPI.TOTL.ZG","Primary completion rate, total (% of relevant age group) - SE.PRM.CMPT.ZS",Proportion of seats held by women in national parliaments (%) - SG.GEN.PARL.ZS,"Pupil-teacher ratio, primary - SE.PRM.ENRL.TC.ZS",Renewable electricity output (% of total electricity output) - EG.ELC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption) - EG.FEC.RNEW.ZS,"School enrollment, preprimary (% gross) - SE.PRE.ENRR","School enrollment, primary (% gross) - SE.PRM.ENRR","School enrollment, secondary (% gross) - SE.SEC.ENRR",Trade (% of GDP) - NE.TRD.GNFS.ZS,Women Business and the Law Index Score (scale 1-100) - SG.LAW.INDX,Prevalence of undernourishment (%) - SN_ITK_DEFC - 2.1.1,Proportion of population below international poverty line (%) - SI_POV_DAY1 - 1.1.1,Proportion of population covered by at least a 2G mobile network (%) - IT_MOB_2GNTWK - 9.c.1,Proportion of population covered by at least a 3G mobile network (%) - IT_MOB_3GNTWK - 9.c.1,Proportion of population using basic drinking water services (%) - SP_ACS_BSRVH2O - 1.4.1,"Unemployment rate, male (%) - SL_TLF_UEM - 8.5.2","Unemployment rate, women (%) - SL_TLF_UEM - 8.5.2","Annual production-based emissions of carbon dioxide (CO2), measured in million tonnes",Continent,Gini index (World Bank estimate) - SI.POV.GINI,Income Classification (World Bank Definition),Individuals using the Internet (% of population) - IT.NET.USER.ZS,"Life expectancy at birth, total (years) - SP.DYN.LE00.IN","Population, total - SP.POP.TOTL",Regime Type (RoW Measure Definition),Rural population (% of total population) - SP.RUR.TOTL.ZS,Total natural resources rents (% of GDP) - NY.GDP.TOTL.RT.ZS,Urban population (% of total population) - SP.URB.TOTL.IN.ZS,World Regions (UN SDG Definition),Cluster
China,CHN,2010,99.7,8.562809581,30.71696074,4.133827274,3.90643216,0.0,0.44803536,24.91375211,176.126637,,9.0,,,27.18533272,48.91336167,6087160000000.0,4550.453108,14.58702058,95.46951637,51.32671664,23.53174494,3.175324753,,21.32574489,16.84376,18.62282605,12.26130009,53.66677856,98.96421814,88.17340088,50.71707766,69.375,,11.2,99.46,,,,,8500.543,Asia,43.7,Upper-middle income,34.3,74.409,1337705000.0,Closed Autocracy,50.774,6.29907930605837,49.226,Eastern and South-Eastern Asia,1
China,CHN,2011,99.85722351,4.130799053,26.18621789,3.877480776,4.895074214,0.0,0.449913144,30.47372956,174.5277198,,9.0,,,26.56818935,50.15929328,7551500000000.0,5618.132267,15.23886494,96.81941438,49.23333021,24.17271524,5.553898923,,21.32303559,16.78841,16.76177043,11.33819962,59.92232895,99.04701996,,50.74090459,69.375,,7.9,99.46,,,,,9388.199,Asia,42.4,Upper-middle income,38.3,74.708,1344130000.0,Closed Autocracy,49.489,7.67705069846005,50.511,Eastern and South-Eastern Asia,1
China,CHN,2012,99.96487427,10.12350754,27.37161654,3.658873395,2.512985214,0.0,0.449894649,37.6899798,180.8735842,,9.0,,,25.49252222,51.1426133,8532230000000.0,6316.918318,15.75607839,97.3678789,48.6653632,22.77500014,2.619524326,,21.32303559,16.84872,19.96624894,11.53670025,68.35070038,99.79109955,,48.26752237,75.625,,6.5,99.46,,,,,9633.899,Asia,42.2,Upper-middle income,42.30011749,75.013,1350695000.0,Closed Autocracy,48.235,4.1532052804664,51.765,Eastern and South-Eastern Asia,1
China,CHN,2013,99.99700928,6.262503893,26.49928524,3.491852745,1.876982259,0.0,0.454932273,46.85523812,186.6093794,,9.0,1.9,1.9,24.59925444,51.71714701,9570410000000.0,7050.646271,15.88401589,98.11609634,47.37839092,22.14512114,2.621050017,,23.40140609,16.85343,20.29622738,11.52200031,72.77945709,99.56459808,,46.74437558,75.625,,1.9,99.46,,,,,9796.527,Asia,39.7,Upper-middle income,45.8,75.321,1357380000.0,Closed Autocracy,46.987,3.02534508342459,53.013,Eastern and South-Eastern Asia,1
China,CHN,2014,100.0,8.299700079,26.74554907,3.301905115,1.424918594,0.0,0.452787467,55.05366898,190.8709217,,9.0,0.9,0.9,23.51006091,52.52494301,10475700000000.0,7678.599486,15.81704465,98.34889577,47.61581834,21.39515505,1.921641628,,23.40140609,16.23079,22.60915378,12.06140041,76.0712738,95.7964325,,44.90521595,75.625,,1.4,99.5,43.59,,,,9820.36,Asia,39.2,Upper-middle income,47.9,75.629,1364270000.0,Closed Autocracy,45.741,2.31438790031315,54.259,Eastern and South-Eastern Asia,1
China,CHN,2015,100.0,7.410644856,25.48074267,3.200696554,0.708557114,0.0,0.462227806,77.13270131,202.1138887,,9.0,1.7,1.7,21.35407988,53.99089043,11061600000000.0,8066.942635,16.21788677,97.22569708,45.51695999,18.11008945,1.437023809,,23.62284556,16.29441,23.92681717,12.24530029,78.65605164,96.31860352,,39.46416934,75.625,,0.7,99.5,95.0,,,,9683.201,Asia,38.6,Upper-middle income,50.3,75.928,1371220000.0,Closed Autocracy,44.5,1.18276388371628,55.5,Eastern and South-Eastern Asia,1
China,CHN,2016,100.0,7.951937701,25.3677802,3.175907431,0.595242901,0.0,0.463853323,81.74356414,207.6737579,,9.0,1.6,1.6,19.58438005,55.03873751,11233300000000.0,8147.937705,16.36375556,97.67011444,44.47634778,17.31003496,2.000001822,,23.62284556,16.54936,,12.58969975,82.36118317,97.96192169,,36.89441502,75.625,,0.5,99.5,98.0,,,,9552.517,Asia,38.5,Upper-middle income,53.2,76.21,1378665000.0,Closed Autocracy,43.264,1.04727254172814,56.736,Eastern and South-Eastern Asia,1
China,CHN,2017,100.0,7.32537577,26.5899084,3.106523067,0.725238121,0.0,0.454193432,84.42951532,201.406398,,9.0,1.5,1.5,19.69227699,54.86760843,12310400000000.0,8879.438667,16.32486222,97.88090582,44.95738786,17.94013625,1.593136001,,24.24760602,16.59383,,12.86359978,84.79782104,99.40480804,,37.63241324,75.625,,,99.5,98.0,,,,9750.726,Asia,,Upper-middle income,54.3,76.47,1386395000.0,Closed Autocracy,42.04,1.33243218676375,57.96,Eastern and South-Eastern Asia,1
China,CHN,2018,100.0,4.72155673,25.84359852,2.984143625,0.855227711,0.0,0.454193432,97.11898812,195.0358759,,9.0,1.2,1.2,19.11210354,55.05768886,13894800000000.0,9976.677137,16.53580834,98.85116346,44.38606648,18.34414004,2.0747904,,24.89932886,16.42675,,13.12380028,88.09340668,100.2227478,,37.45624357,75.625,,,99.9,99.4,,,,9956.569,Asia,,Upper-middle income,59.2,76.704,1392730000.0,Closed Autocracy,40.848,1.46776487878169,59.152,Eastern and South-Eastern Asia,1
United States,USA,2000,100.0,2.792936204,8.840900501,1.018018888,0.679954011,0.0,0.124382217,,68.50483165,,12.0,,,10.69272396,79.98304416,10252300000000.0,36334.90878,14.02601,103.6581925,20.84075305,14.35091126,3.376857271,,,,8.205996942,5.429699898,,100.7299576,94.04963684,25.04363522,83.75,,0.7,99.0,,,3.9,4.1,5998.07,North America,40.1,High income,,,,Liberal Democracy,20.943,,,Europe and Northern America,1
United States,USA,2001,100.0,0.457936324,7.6934209,1.010457096,0.550074877,0.0,0.126536359,,71.63700758,,12.0,,,9.68298331,81.30005862,10581800000000.0,37133.24281,14.52861414,103.4770063,19.69152494,13.15997452,2.826171119,,14.02298851,,6.783992314,4.67869997,,101.3261337,95.15113068,22.84295783,83.75,,0.7,99.0,,,4.8,4.7,5900.437,North America,40.6,High income,49.08083159,76.8365853658537,284968955.0,Liberal Democracy,20.766,0.904304471018681,79.234,Europe and Northern America,1
United States,USA,2002,100.0,0.642943653,6.604048136,1.028342774,0.347949022,0.0,0.128202708,,72.40028643,,12.0,,,9.13224882,82.18162596,10936400000000.0,38023.16111,15.04186143,103.8897645,18.41289173,13.02202296,1.586031627,,13.79310345,,8.646361178,4.840799809,,99.87940216,94.38052368,22.15427178,83.75,,0.7,99.0,,,5.9,5.6,5942.652,North America,40.4,High income,58.78540388,76.9365853658537,287625193.0,Liberal Democracy,20.591,0.610118035350864,79.409,Europe and Northern America,1
United States,USA,2003,100.0,1.250605977,5.856479158,1.033055272,0.512601829,0.0,0.126357476,,72.14616146,,12.0,,,9.043069872,82.64874706,11458200000000.0,39496.48588,15.2465423,104.3909706,17.49531622,13.4340307,2.270094973,,14.25287356,,8.889376121,5.326300144,,101.1139603,95.05544281,22.47710057,83.75,,1.0,99.0,,,6.3,5.7,5991.96,North America,40.8,High income,61.69711712,77.0365853658537,290107933.0,Liberal Democracy,20.417,0.808461037383129,79.583,Europe and Northern America,1
United States,USA,2004,100.0,2.692779547,5.818645762,1.030081628,0.717185732,0.0,0.119954587,165.7838905,71.56995008,,12.0,,,9.641862742,82.41011307,12213700000000.0,41712.80107,15.16888067,105.0686882,17.82642282,14.710544,2.677236693,,14.94252874,,8.630185532,5.477700233,,101.2496567,95.11338806,24.35240674,83.75,,1.0,99.0,,,5.6,5.4,6107.618,North America,40.3,High income,64.75825648,77.4878048780488,292805298.0,Liberal Democracy,20.243,1.2126219953705,79.757,Europe and Northern America,1
United States,USA,2005,100.0,2.086378112,5.763991658,1.021439097,0.790159066,0.0,0.1172538,169.3687389,72.46571133,0.565190017,12.0,,,10.01197377,82.15171096,13036600000000.0,44114.74778,15.05529773,105.5320141,18.26079387,15.54402027,3.392746845,,15.17241379,,8.578465534,5.841199875,70.51732635,101.8740234,95.0524826,25.55599404,83.75,,1.0,99.0,,99.0,5.1,5.1,6131.893,North America,41.0,High income,67.96805292,77.4878048780488,295516599.0,Liberal Democracy,20.072,1.2610532204183,79.928,Europe and Northern America,1
United States,USA,2006,100.0,2.636611446,6.931516912,0.990884987,0.646259456,0.0,0.112308522,167.185441,74.5413607,,12.0,,,10.6598221,82.04129425,13814600000000.0,46298.73144,15.00831936,105.5804797,19.32369952,16.24032651,3.225944101,,16.32183908,,9.244631183,6.396699905,,102.2010422,94.73130035,26.90014861,83.75,,1.0,99.8,,99.0,4.6,4.6,6051.051,North America,41.4,High income,68.93119327,77.6878048780488,298379912.0,Liberal Democracy,19.901,1.11590446687962,80.099,Europe and Northern America,1
United States,USA,2007,100.0,-0.706498947,5.004464946,1.022973851,0.610263394,0.0,0.107220046,173.842306,79.60088595,,12.0,,,11.49231417,82.37868418,14451900000000.0,47975.9677,15.2147973,104.9711761,17.63324054,16.46348789,2.852672482,,16.7816092,,8.367763936,6.304200172,,103.0932083,95.07885742,27.95580206,83.75,,1.0,99.6,82.0,99.0,4.7,4.5,6128.43,North America,40.8,High income,75.0,77.9878048780488,301231207.0,Liberal Democracy,19.731,1.04553757706158,80.269,Europe and Northern America,1
United States,USA,2008,100.0,-3.861744566,2.007018455,1.024152096,1.007883686,0.0,0.104832621,168.0513061,84.58089913,,12.0,,,12.48606313,83.79566133,14712800000000.0,48382.55845,15.98871018,104.914678,15.36061952,17.40073493,3.839100297,,17.01149425,,9.003541347,6.845600128,,103.2348709,94.98499298,29.88679806,83.75,,1.0,99.6,92.0,99.0,6.1,5.4,5930.54,North America,40.8,High income,74.0,78.0390243902439,304093966.0,Liberal Democracy,19.562,1.93414598532521,80.438,Europe and Northern America,1
United States,USA,2009,100.0,-2.077913931,0.944425812,1.008928865,0.35531311,0.0,0.102372519,173.95978,90.87354741,,12.0,,,10.94887766,84.93921993,14448900000000.0,47099.98047,16.82202413,102.743801,14.03318153,13.6926858,-0.355546266,,16.7816092,,10.29184507,7.354400158,,102.2119064,95.22325897,24.64156346,83.75,,1.0,99.6,98.1,99.0,10.3,8.1,5491.036,North America,40.6,High income,71.0,78.390243902439,306771529.0,Liberal Democracy,19.394,0.773599005645873,80.606,Europe and Northern America,1
United States,USA,2010,100.0,3.486965102,3.071470749,1.018344057,0.361022398,0.0,0.093558933,,85.17091624,2.365639925,12.0,,,12.31505808,84.68472751,14992100000000.0,48466.6576,16.7431575,103.4278313,15.56129799,15.74289421,1.640043442,,16.7816092,,10.12035515,7.43569994,70.10417938,100.3334732,94.84593964,28.05795228,83.75,,1.0,99.8,98.5,99.0,10.5,8.6,5698.056,North America,40.0,High income,71.69,78.5414634146342,309327143.0,Liberal Democracy,19.228,0.922308520172526,80.772,Europe and Northern America,1
United States,USA,2011,100.0,1.493393036,4.205332461,0.992016265,0.494761238,0.0,0.090560346,,87.64475752,3.610249996,12.0,,,13.53053901,84.62470237,15542600000000.0,49882.55813,16.16046899,103.7282282,16.59763576,17.25875504,3.156841569,,16.8202765,,12.22571352,8.364199638,70.14958954,99.38987732,95.99382019,30.78929406,83.75,,1.0,,89.6,99.0,9.4,8.5,5565.294,North America,40.9,High income,69.72946076,78.6414634146341,311583481.0,Liberal Democracy,19.056,1.21750430909214,80.944,Europe and Northern America,1
United States,USA,2012,100.0,3.114187755,6.1102533,0.946763607,0.334642148,0.0,0.086355713,,88.22604392,2.734829903,12.0,,,13.52891897,83.48946017,16197000000000.0,51602.93105,15.53360411,103.51035,18.86889926,17.03926497,2.069337265,,17.97235023,,12.00739706,8.728099823,70.93356323,99.16532135,96.25170898,30.56818394,83.75,,1.0,99.9,99.5,99.0,8.2,7.9,5367.569,North America,40.9,High income,74.7,78.7414634146342,313877662.0,Liberal Democracy,18.881,0.812409083359055,81.119,Europe and Northern America,1
United States,USA,2013,100.0,0.640695678,6.332653002,0.972699,0.358947592,0.0,0.082466267,,88.96825232,2.490760088,12.0,1.2,1.2,13.54452443,82.51022001,16784800000000.0,53106.53677,15.08506851,102.9239631,19.28979499,16.46848278,1.464832656,,17.82407407,,12.63791912,9.083299637,71.5239563,99.45543671,96.18649292,30.01300721,83.75,,1.0,,,99.0,7.6,7.1,5514.029,North America,40.7,High income,71.4,78.7414634146342,316059947.0,Liberal Democracy,18.701,0.759413201246951,81.299,Europe and Northern America,1
United States,USA,2014,100.0,2.760795527,7.383950871,0.973789197,0.304681639,0.0,0.077339819,,89.61225756,,12.0,1.2,1.2,13.5315904,82.0906979,17527200000000.0,55049.98833,14.63681201,102.8969451,20.44147052,16.42799742,1.622222977,,19.31034483,14.53749,12.95382709,9.220499992,72.54062653,99.67337799,96.92453766,29.95958782,83.75,,1.2,99.9,99.5,99.0,6.3,6.1,5561.719,North America,41.5,High income,73.0,78.8414634146341,318386329.0,Liberal Democracy,18.517,0.633023521484135,81.483,Europe and Northern America,1
United States,USA,2015,100.0,2.874790545,7.613997066,0.952972735,0.04525314,0.0,0.074607771,,88.82487787,1.805860043,12.0,1.1,1.1,12.42364655,81.72422065,18238300000000.0,56863.3715,14.29753825,102.8871738,20.22904484,15.31081796,0.118627136,,19.35483871,14.45723,13.22859321,9.033900261,72.02735901,100.2999115,97.65254974,27.73446452,83.75,,1.2,99.9,99.9,99.0,5.4,5.2,5412.432,North America,41.2,High income,74.55420245,78.690243902439,320738994.0,Liberal Democracy,18.329,0.234698331099314,81.671,Europe and Northern America,1
United States,USA,2016,100.0,0.137775482,6.078755461,0.944134302,0.113492292,0.0,0.072355014,,89.75030103,0.359970003,12.0,1.1,1.1,11.88138174,82.31931019,18745100000000.0,58021.4005,14.19495469,102.7341117,18.8197693,14.61549714,1.261583206,,19.16859122,,,9.456299782,71.9373703,101.3628616,98.76992798,26.49687888,83.75,,1.0,99.9,99.9,100.0,4.9,4.8,5292.268,North America,41.1,High income,85.54442129,78.5390243902439,323071755.0,Liberal Democracy,18.138,0.302547170982906,81.862,Europe and Northern America,1
United States,USA,2017,100.0,1.47682178,5.93247839,0.939601709,0.191227507,0.0,0.068184895,,90.21977146,0.424380004,12.0,1.1,1.1,12.15045044,82.2958355,19543000000000.0,60109.65573,14.03421645,102.842626,19.31329898,14.99307231,2.130110004,98.8321991,19.35483871,14.19857,,9.919099808,72.93408203,101.8214417,98.95233917,27.14352275,83.75,,1.2,99.9,99.9,100.0,4.4,4.3,5253.606,North America,41.2,High income,87.27488917,78.5390243902439,325122128.0,Liberal Democracy,17.942,0.440484094595973,82.058,Europe and Northern America,1
United States,USA,2018,100.0,1.946068957,5.828487437,0.936681409,0.375612104,0.0,0.068184895,,88.98885941,0.574209988,12.0,1.0,1.0,12.26819843,81.91677139,20611900000000.0,63064.41841,14.02730694,102.9568415,19.1592162,15.22503965,2.442583297,100.0926971,23.50230415,,,10.10719967,72.1459198,101.2565613,99.27558136,27.49323808,91.25,,1.0,99.9,99.9,100.0,4.0,3.8,5424.882,North America,41.4,High income,88.49890317,78.6390243902439,326838199.0,Liberal Democracy,17.744,0.671772158655275,82.256,Europe and Northern America,1
