Country Name,Country Code,Year,Access to electricity (% of population) - EG.ELC.ACCS.ZS,Adjusted net national income per capita (annual % growth) - NY.ADJ.NNTY.PC.KD.ZG,"Adjusted net savings, excluding particulate emission damage (% of GNI) - NY.ADJ.SVNX.GN.ZS",Adjusted savings: carbon dioxide damage (% of GNI) - NY.ADJ.DCO2.GN.ZS,Adjusted savings: natural resources depletion (% of GNI) - NY.ADJ.DRES.GN.ZS,Adjusted savings: net forest depletion (% of GNI) - NY.ADJ.DFOR.GN.ZS,Adjusted savings: particulate emission damage (% of GNI) - NY.ADJ.DPEM.GN.ZS,"Automated teller machines (ATMs) (per 100,000 adults) - FB.ATM.TOTL.P5",Broad money (% of GDP) - FM.LBL.BMNY.GD.ZS,Children out of school (% of primary school age) - SE.PRM.UNER.ZS,"Compulsory education, duration (years) - SE.COM.DURS","Cost of business start-up procedures, female (% of GNI per capita) - IC.REG.COST.PC.FE.ZS","Cost of business start-up procedures, male (% of GNI per capita) - IC.REG.COST.PC.MA.ZS",Exports of goods and services (% of GDP) - NE.EXP.GNFS.ZS,Final consumption expenditure (% of GDP) - NE.CON.TOTL.ZS,GDP (current US$) - NY.GDP.MKTP.CD,GDP per capita (current US$) - NY.GDP.PCAP.CD,General government final consumption expenditure (% of GDP) - NE.CON.GOVT.ZS,Gross national expenditure (% of GDP) - NE.DAB.TOTL.ZS,Gross savings (% of GDP) - NY.GNS.ICTR.ZS,Imports of goods and services (% of GDP) - NE.IMP.GNFS.ZS,"Inflation, consumer prices (annual %) - FP.CPI.TOTL.ZG","Primary completion rate, total (% of relevant age group) - SE.PRM.CMPT.ZS",Proportion of seats held by women in national parliaments (%) - SG.GEN.PARL.ZS,"Pupil-teacher ratio, primary - SE.PRM.ENRL.TC.ZS",Renewable electricity output (% of total electricity output) - EG.ELC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption) - EG.FEC.RNEW.ZS,"School enrollment, preprimary (% gross) - SE.PRE.ENRR","School enrollment, primary (% gross) - SE.PRM.ENRR","School enrollment, secondary (% gross) - SE.SEC.ENRR",Trade (% of GDP) - NE.TRD.GNFS.ZS,Women Business and the Law Index Score (scale 1-100) - SG.LAW.INDX,Prevalence of undernourishment (%) - SN_ITK_DEFC - 2.1.1,Proportion of population below international poverty line (%) - SI_POV_DAY1 - 1.1.1,Proportion of population covered by at least a 2G mobile network (%) - IT_MOB_2GNTWK - 9.c.1,Proportion of population covered by at least a 3G mobile network (%) - IT_MOB_3GNTWK - 9.c.1,Proportion of population using basic drinking water services (%) - SP_ACS_BSRVH2O - 1.4.1,"Unemployment rate, male (%) - SL_TLF_UEM - 8.5.2","Unemployment rate, women (%) - SL_TLF_UEM - 8.5.2","Annual production-based emissions of carbon dioxide (CO2), measured in million tonnes",Continent,Gini index (World Bank estimate) - SI.POV.GINI,Income Classification (World Bank Definition),Individuals using the Internet (% of population) - IT.NET.USER.ZS,"Life expectancy at birth, total (years) - SP.DYN.LE00.IN","Population, total - SP.POP.TOTL",Regime Type (RoW Measure Definition),Rural population (% of total population) - SP.RUR.TOTL.ZS,Total natural resources rents (% of GDP) - NY.GDP.TOTL.RT.ZS,Urban population (% of total population) - SP.URB.TOTL.IN.ZS,World Regions (UN SDG Definition),Cluster
Burundi,BDI,2010,5.3,16.79540245,-28.33656223,0.435068533,23.52818844,23.39146916,2.428244877,0.525275192,28.24272857,4.435599804,,124.3,124.3,9.700001639,102.9396209,2032135191.0,234.2355325,21.90000028,120.1000033,3.216161072,29.80000376,6.493265915,51.54841995,32.0754717,50.6021,87.65339961,92.57050323,10.69071007,137.170105,23.29063034,39.5000054,73.125,,,,,,,,0.297,Africa,,Low income,1.0,57.228,8675606.0,Electoral Autocracy,89.358,23.8533749014014,10.642,Sub-Saharan Africa,3
Burundi,BDI,2011,6.106936455,-3.215923954,-31.18194343,0.571451526,24.66878544,24.38122355,2.349849923,0.712589461,26.80590362,,,116.8,116.8,8.800000284,109.0542373,2235820809.0,249.5779728,22.9000005,125.3999849,1.953688092,34.20000255,9.59216606,56.37577057,30.47619048,48.31143,90.85730884,91.65339661,8.109769821,140.8289032,26.12249947,43.00000284,73.125,,,,,,,,0.355,Africa,,Low income,1.11,57.925,8958406.0,Electoral Autocracy,89.085,24.9876673095543,10.915,Sub-Saharan Africa,3
Burundi,BDI,2012,6.5,14.89390555,-14.66446857,0.518823945,16.98979771,16.67208995,2.286361468,0.987617255,26.06364293,,,18.3,18.3,9.700000891,107.9757235,2333308059.0,252.3588663,23.29999911,124.2999976,10.88161542,33.99998812,18.16104531,62.99792099,30.47619048,47.10468,97.9618194,91.44689941,8.410980225,139.1704254,28.71599007,43.69998901,73.125,,,,,,,,0.38,Africa,,Low income,1.219999945,58.568,9245992.0,Electoral Autocracy,88.806,17.5280473681697,11.194,Sub-Saharan Africa,3
Burundi,BDI,2013,6.9,4.817522901,-20.99622814,0.540920178,16.96873136,16.80634726,2.21782469,1.553413252,25.88193574,,,17.5,17.5,9.1,113.7800525,2451625280.0,256.9756471,24.7,128.3999816,3.933888525,37.50001311,7.937958075,70.719841,30.47619048,45.00022,87.02056925,91.07980347,9.099769592,136.6323242,33.41146851,46.60001311,73.125,,72.8,,,,,,0.399,Africa,38.6,Low income,1.264218111,59.148,9540302.0,Electoral Autocracy,88.518,17.4953130756186,11.482,Sub-Saharan Africa,3
Burundi,BDI,2014,7.0,1.010251452,-23.8872515,0.480065151,16.95975178,16.76382692,2.141407503,1.508186661,26.45375543,,,13.4,13.4,7.603418782,111.4000266,2705783330.0,274.8578422,25.90000619,125.6000228,0.617073027,34.15427339,4.405352342,69.56655884,30.47619048,43.65376,80.71878883,91.35220337,11.07118034,134.2994843,39.4112587,41.75769218,73.125,,,,0.0,59.0,2.1,1.2,0.377,Africa,,Low income,1.4,59.665,9844301.0,Electoral Autocracy,88.224,17.4462810682205,11.776,Sub-Saharan Africa,3
Burundi,BDI,2015,8.403089523,9.942387672,-11.85139062,0.451985032,15.0865938,14.97804723,2.170578265,1.42725077,22.67268304,,,13.4,13.4,5.732968591,97.83558442,3104394792.0,305.549646,22.42111499,110.013203,11.22352321,26.80898555,5.544688913,64.53968048,36.36363636,43.22109,82.70938513,91.16819763,13.68521976,130.9034271,44.34693146,32.54195414,73.125,,,52.5,0.0,,,,0.392,Africa,,Low income,2.1,60.123,10160034.0,Electoral Autocracy,87.922,15.5324953465325,12.078,Sub-Saharan Africa,3
Burundi,BDI,2016,9.251799583,-9.020009338,-18.76433773,0.600941344,16.5416809,16.43605651,2.109480644,1.41869163,24.24090906,,,13.9,13.9,6.65258895,101.0372463,2959641047.0,282.1930285,23.47319993,110.2278,5.877362954,25.09163483,5.557689614,67.67450714,36.36363636,49.66066,,89.54199982,14.08462048,128.0420532,47.47816849,31.74422378,73.125,,,49.0,11.0,,,,0.443,Africa,,Low income,2.4,60.528,10488002.0,Electoral Autocracy,87.612,17.043660942796,12.388,Sub-Saharan Africa,3
Burundi,BDI,2017,9.3,-1.432971515,-18.51016787,0.635294276,15.51267228,15.3351306,2.065980321,,27.33809134,4.32750988,,33.9,33.9,7.4447026,101.3811315,3172292379.0,292.9980095,25.086295,110.1871299,6.072690439,26.9515346,16.0525353,68.37870026,36.36363636,49.61434,,88.14150238,14.02447033,123.8596191,49.25442886,34.3962372,73.125,,,50.0,39.02,,,,0.549,Africa,,Low income,2.660748535,60.898,10827010.0,Electoral Autocracy,87.294,15.9823814511632,12.706,Sub-Saharan Africa,3
Burundi,BDI,2018,10.59861469,3.866934174,-16.45205154,0.76075869,10.93341613,10.72011022,2.065980321,,33.19741213,6.390890121,,10.7,10.7,9.401038141,104.1249537,3036937141.0,271.7524964,26.21026109,115.228392,4.355708807,29.80900492,-2.814698077,63.02138901,36.36363636,42.52383,,85.52690125,15.36692047,121.4215622,48.46501923,39.21004306,73.125,,,53.65,44.48,,,,0.568,Africa,,Low income,5.0,61.247,11175379.0,Electoral Autocracy,86.968,11.3212654718392,13.032,Sub-Saharan Africa,3
Burkina Faso,BFA,2000,9.071893692,0.968945697,,0.653869782,1.151212424,1.123007808,3.653561981,,18.62895978,63.25370026,10.0,,,8.844717485,102.8628079,2968369991.0,255.7186873,14.1091885,117.433507,,26.27822449,-0.304212168,25.42222023,8.108108108,48.8764,25.17930328,85.40499878,,45.01736832,10.42247963,35.12294197,70.625,,,,,,,,1.031,Africa,,Low income,,,,Electoral Democracy,82.156,,,Sub-Saharan Africa,3
Burkina Faso,BFA,2001,9.544128418,4.023098762,,0.608571185,1.057486558,1.048284162,3.549998673,,16.28399276,62.22814178,10.0,,,9.044082767,100.0241074,3190371050.0,267.0975996,14.62560116,113.5700053,,22.61408805,5.007432908,26.67761993,8.108108108,47.4189,14.71956224,83.67590332,,46.43783188,10.63871956,31.65817081,70.625,22.6,,,,,,,0.992,Africa,,Low income,0.157732465,50.893,11944589.0,Electoral Democracy,81.46,4.76783296801423,18.54,Sub-Saharan Africa,3
Burkina Faso,BFA,2002,10.00807476,1.464678739,,0.561603122,0.845133578,0.817688977,3.604537944,,14.68477017,63.27857971,10.0,,,8.865365632,100.1301067,3622350204.0,294.6653885,14.5898516,113.5817916,,22.44715722,2.175694807,27.48546982,11.71171171,45.37812,17.49383055,79.34140015,,47.05757141,,31.31252285,70.625,20.5,,22.0,,,,,1.001,Africa,,Low income,0.200992598,51.384,12293097.0,Electoral Democracy,80.742,5.72816154527462,19.258,Sub-Saharan Africa,3
Burkina Faso,BFA,2003,11.4,4.174397579,,0.483676031,1.084186729,1.076309743,3.445191504,,22.69470572,60.95145035,10.0,145.7,145.7,9.220431658,96.46809173,4740768355.0,374.627358,13.58686083,111.9273731,,21.14780475,2.034565741,29.11165047,11.71171171,44.65893,21.56995052,79.07900238,,49.31103897,12.07507038,30.36823641,70.625,18.6,57.4,24.0,,,,,1.074,Africa,43.3,Low income,0.373440303,51.956,12654624.0,Electoral Democracy,80.004,6.32363457774358,19.996,Sub-Saharan Africa,3
Burkina Faso,BFA,2004,10.90639877,0.751951726,,0.448371973,1.902099115,1.883989376,3.340018873,,20.76003301,58.85108185,10.0,139.7,139.7,10.8815873,98.19966519,5451688868.0,418.3766603,14.2360467,113.717769,,24.5993563,-0.400228702,30.42653084,11.71171171,48.69293,21.4451722,83.52809906,,53.87440109,13.25078964,35.4809436,70.625,18.1,,25.0,,,,,1.1,Africa,,Low income,0.400295285,52.602,13030576.0,Electoral Democracy,79.243,5.43726005715586,20.757,Sub-Saharan Africa,3
Burkina Faso,BFA,2005,11.33857822,2.7191443,-0.624302864,0.431658481,3.146410951,3.114107043,3.236099533,,17.96415791,54.02714157,10.0,137.4,137.4,9.841847478,96.92488128,6146352742.0,457.9334308,13.79282752,114.4884748,5.853700299,24.33032229,6.415040184,31.7365799,11.71171171,47.17637,19.46542708,86.54370117,,58.3271904,14.29878044,34.17216977,76.875,17.5,,26.0,,,,,1.122,Africa,,Low income,0.469914489,53.31,13421935.0,Electoral Democracy,78.463,6.32478415455252,21.537,Sub-Saharan Africa,3
Burkina Faso,BFA,2006,11.76162434,2.330334464,-1.149184349,0.509853428,3.370289585,3.276006516,3.133204599,,18.77479606,50.37657166,10.0,112.6,112.6,10.9568635,97.06780972,6547420134.0,473.4498682,15.10212002,113.1928154,6.313850455,24.14967885,2.333108564,32.80561829,11.71171171,45.83142,14.62212486,84.61569977,,62.06520844,15.04074955,35.10654236,76.875,17.1,,61.1,,,,,1.356,Africa,,Low income,0.632707564,54.063,13829173.0,Electoral Democracy,77.661,6.4334476529176,22.339,Sub-Saharan Africa,3
Burkina Faso,BFA,2007,12.18161964,-0.360346447,0.168294501,0.540802874,4.256389364,4.256241848,2.974899706,,18.99529496,45.04639053,10.0,82.1,82.1,10.34854222,94.83154807,7625723124.0,535.0622795,16.69010982,113.0826329,10.16890241,23.43117507,-0.230627306,34.97426987,15.31531532,47.65745,18.1372549,82.42880249,2.997169971,67.6690979,16.16699028,33.77971729,76.875,16.0,,,0.0,,,,1.591,Africa,,Low income,0.75,54.841,14252029.0,Electoral Democracy,77.004,7.81292413327643,22.996,Sub-Saharan Africa,3
Burkina Faso,BFA,2008,12.60480118,1.262010068,-1.228494166,0.509321729,5.023426179,4.704742371,2.902885016,,20.88265969,38.99695969,10.0,62.3,62.3,10.14932705,94.35470043,9451436359.0,643.404581,14.67009284,115.0866629,9.604477755,25.23598993,10.6597979,38.86925888,15.31531532,48.92155,21.94058767,82.93990326,,73.22383881,18.91509056,35.38531698,76.875,15.4,,,0.0,,,,1.735,Africa,,Low income,0.92,55.618,14689725.0,Electoral Democracy,76.466,8.59697070771253,23.534,Sub-Saharan Africa,3
Burkina Faso,BFA,2009,12.63,-0.97558411,-0.308496576,0.561864484,5.864606997,4.830165092,2.877331847,,24.45058057,36.10548019,10.0,50.5,50.5,13.78897086,92.72800969,9450697336.0,624.1751645,15.21962462,112.718042,11.49202738,26.50701281,2.608176664,43.91450882,15.31531532,48.90026,18.90540154,83.59719849,2.899139881,77.61482239,20.29426003,40.29598367,76.875,14.3,55.4,,0.0,,,,1.83,Africa,39.8,Low income,1.13,56.377,15141098.0,Electoral Democracy,75.921,9.57845327871711,24.079,Sub-Saharan Africa,3
Burkina Faso,BFA,2010,13.1,5.578561379,3.17823854,0.611312901,7.419383219,4.229202706,2.761136833,1.346527074,25.62623899,39.68075943,10.0,49.9,49.9,20.51584886,86.05110683,10109618964.0,647.8360955,14.45752802,108.0415408,15.83870997,28.55738968,-0.764230735,47.05522156,15.31531532,52.39988,20.78542367,81.45410156,2.79053998,78.01416779,21.90269089,49.07323854,76.875,13.7,,,,,,,2.037,Africa,,Low income,2.4,57.096,15605211.0,Electoral Democracy,75.367,11.0860918298397,24.633,Sub-Saharan Africa,3
Burkina Faso,BFA,2011,14.89940453,2.881777341,3.945305103,0.565569094,9.774065253,4.164742471,2.676427658,2.218383443,25.75645371,34.99713135,10.0,47.7,47.7,26.19550052,82.98274026,12080296644.0,751.1727704,14.28662538,105.1062521,17.49559935,31.30175258,2.759767249,,15.31531532,52.68641,15.45574637,80.57219696,3.090349913,81.59490967,23.83592987,57.4972531,76.875,13.1,,,,,,,2.13,Africa,,Low income,3.0,57.761,16081915.0,Electoral Democracy,74.804,13.6358312716881,25.196,Sub-Saharan Africa,3
Burkina Faso,BFA,2012,15.16293812,8.588089514,5.078371528,0.684887209,8.635088275,4.620227012,2.631064848,2.30555988,26.42119633,33.92586136,10.0,46.8,46.8,26.59808542,83.38944425,12561016091.0,758.000427,14.25458177,108.0424371,18.06330109,34.64052256,3.818152403,57.36603165,15.7480315,48.23903,15.456,77.17500305,3.648659945,84.09261322,25.93309021,61.23860798,76.875,12.7,,,,,,,2.62,Africa,,Low income,3.725034916,58.374,16571252.0,Electoral Democracy,74.233,12.3920775641972,25.767,Sub-Saharan Africa,3
Burkina Faso,BFA,2013,15.40517426,0.445175326,2.62413919,0.723791621,7.387342633,4.534260899,2.615547151,2.654437618,28.28733538,32.83834076,10.0,44.5,44.5,27.07698545,86.17196539,13444301139.0,787.4694383,14.65558629,109.8818804,14.39043309,36.95886585,0.533738507,62.34405136,15.7480315,46.09623,14.43820994,75.42700195,4.003739834,85.71839905,28.36595917,64.0358513,76.875,12.2,,,,,,,2.864,Africa,,Low income,5.0,58.937,17072791.0,Electoral Democracy,73.654,10.6495256934752,26.346,Sub-Saharan Africa,3
Burkina Faso,BFA,2014,19.2,-0.324309453,1.948252855,0.746825616,7.245447406,5.014503806,2.698512748,3.208425283,30.28942611,31.57842064,10.0,44.7,44.7,26.93200415,85.69730499,13943016924.0,792.8462374,15.47477861,104.9595542,13.38918085,31.89155834,-0.258089518,60.84949875,,44.49899,10.39712793,75.24259949,4.177480221,87.33791351,30.35403061,58.82356249,76.875,12.0,43.8,,0.0,51.0,3.9,9.2,2.912,Africa,35.3,Low income,6.0,59.45,17586029.0,Electoral Democracy,73.066,10.3109055603095,26.934,Sub-Saharan Africa,3
Burkina Faso,BFA,2015,16.07070351,1.091862524,-0.251005913,1.025170332,8.187426568,6.229112711,2.795202536,3.459507279,35.59710288,29.94701004,10.0,43.5,43.5,26.10764554,87.46719052,11832159276.0,653.3272681,15.94408026,106.8738902,11.85934408,32.98153577,0.724838981,62.02980042,9.448818898,42.17715,9.354038684,72.71399689,4.138810158,88.36615753,33.71873093,59.08918131,76.875,12.0,,,10.0,,,,3.298,Africa,,Low income,7.0,59.919,18110616.0,Electoral Autocracy,72.47,11.6328502274371,27.53,Sub-Saharan Africa,3
Burkina Faso,BFA,2016,16.6396122,5.475747281,1.845727421,1.001789953,9.064995378,6.141878447,2.809146173,3.692352049,36.5625743,24.14706993,10.0,43.4,43.4,25.9159648,85.26569524,12833363370.0,688.2506963,16.5070966,106.0612432,13.45074884,31.977208,0.441041448,61.72433853,9.448818898,41.54927,,72.26650238,3.050849915,91.11083984,35.78715134,57.8931728,76.875,12.3,,93.0,23.0,,,,3.381,Africa,,Low income,9.0,60.354,18646350.0,Electoral Democracy,71.866,12.6165481018719,28.134,Sub-Saharan Africa,3
Burkina Faso,BFA,2017,17.21655655,3.898698144,2.759618038,1.037197213,8.928237318,5.655148134,2.714582511,3.972840975,41.10114307,22.99493027,10.0,42.6,42.6,26.45238564,84.30217234,14106956830.0,734.996268,17.73932315,106.3640089,14.77021264,32.81639457,1.482998972,63.51921844,11.02362205,40.68126,,69.08070374,3.678129911,93.65312958,38.11724854,59.2687802,76.875,12.4,,93.0,28.2,,,,3.938,Africa,,Low income,12.0,60.768,19193236.0,Electoral Democracy,71.257,12.3895181258363,28.743,Sub-Saharan Africa,3
Burkina Faso,BFA,2018,14.4,9.7870033,7.823622001,1.058427552,6.399703823,3.396115988,2.714582511,3.963742881,41.6826274,20.65831947,10.0,43.3,43.3,28.12932376,81.31822185,16059910871.0,813.0996894,16.99336356,104.0446515,17.36235371,32.17397524,1.955943027,65.47892761,11.02362205,39.72173,,66.96620178,4.364999771,96.09037018,40.70972824,60.30329901,76.875,12.7,,93.0,33.0,48.0,4.8,4.6,4.14,Africa,,Low income,14.0,61.174,19751466.0,Electoral Democracy,70.642,8.45879707689409,29.358,Sub-Saharan Africa,3
Brazil,BRA,2000,94.36400604,3.018179461,8.096694926,0.956633363,1.297404376,0.0,0.388761805,,46.48658781,,8.0,,,10.188048,83.36054608,655421000000.0,3749.753271,18.76784574,102.2636653,13.9917129,12.45171335,7.044141059,,5.653021442,24.79699,89.49270586,42.76399994,,,,22.63976136,56.875,,,,,,,,324.226,South America,,Upper-middle income,,,,Electoral Democracy,18.808,,,Latin America and Caribbean,3
Brazil,BRA,2001,96.016528,-0.336606996,7.537188229,1.209574477,1.209720364,0.0,0.368160412,,58.63617172,,8.0,,,12.37171067,83.45100339,559372000000.0,3156.798771,19.34329501,102.1928637,13.59491698,14.56457435,6.840359025,112.2296066,6.822612086,22.97087,84.28744505,41.43610001,,150.785553,,26.93628502,63.125,10.7,11.5,,,,,,332.987,South America,58.4,Upper-middle income,4.528494869,70.462,177196051.0,Electoral Democracy,18.447,2.21951018927674,81.553,Latin America and Caribbean,3
